"Statistic Label","Quarter","Migration Flow","Age Group","Nationality","Migration Calculation Method","UNIT","VALUE"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","7118"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1603"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1608"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","611"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","703"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","2752"
"Estimated migration flows","2024Q1","Net migration","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","2861"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Ireland","Base migration calculation method","Number","-2342"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Ireland","Base plus education migration calculation method","Number","-2107"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","39"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","49"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Brazil","Base migration calculation method","Number","-78"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Brazil","Base plus education migration calculation method","Number","-59"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","India","Base migration calculation method","Number","1955"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","India","Base plus education migration calculation method","Number","1967"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Ukraine","Base migration calculation method","Number","222"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","247"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","All nationalities","Base migration calculation method","Number","2853"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","3167"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","184"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","176"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-117"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-100"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","2990"
"Estimated migration flows","2024Q1","Net migration","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","2994"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Ireland","Base migration calculation method","Number","179"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Ireland","Base plus education migration calculation method","Number","167"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","103"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","106"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Brazil","Base migration calculation method","Number","-12"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Brazil","Base plus education migration calculation method","Number","-5"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","India","Base migration calculation method","Number","708"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","India","Base plus education migration calculation method","Number","711"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Ukraine","Base migration calculation method","Number","110"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","155"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","All nationalities","Base migration calculation method","Number","2278"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","2339"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","73"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","82"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-602"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-598"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","1719"
"Estimated migration flows","2024Q1","Net migration","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","1721"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Ireland","Base migration calculation method","Number","1702"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Ireland","Base plus education migration calculation method","Number","1697"
"Estimated migration flows","2024Q1","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","164"
"Estimated migration flows","2024Q1","Net migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","168"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Brazil","Base migration calculation method","Number","18"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Brazil","Base plus education migration calculation method","Number","16"
"Estimated migration flows","2024Q1","Net migration","45 years and over","India","Base migration calculation method","Number","106"
"Estimated migration flows","2024Q1","Net migration","45 years and over","India","Base plus education migration calculation method","Number","106"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Ukraine","Base migration calculation method","Number","255"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Ukraine","Base plus education migration calculation method","Number","293"
"Estimated migration flows","2024Q1","Net migration","45 years and over","All nationalities","Base migration calculation method","Number","3021"
"Estimated migration flows","2024Q1","Net migration","45 years and over","All nationalities","Base plus education migration calculation method","Number","3064"
"Estimated migration flows","2024Q1","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","183"
"Estimated migration flows","2024Q1","Net migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","185"
"Estimated migration flows","2024Q1","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-252"
"Estimated migration flows","2024Q1","Net migration","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-243"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Other nationalities (3)","Base migration calculation method","Number","845"
"Estimated migration flows","2024Q1","Net migration","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","842"
"Estimated migration flows","2024Q1","Net migration","All ages","Ireland","Base migration calculation method","Number","-5245"
"Estimated migration flows","2024Q1","Net migration","All ages","Ireland","Base plus education migration calculation method","Number","-1146"
"Estimated migration flows","2024Q1","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","374"
"Estimated migration flows","2024Q1","Net migration","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","455"
"Estimated migration flows","2024Q1","Net migration","All ages","Brazil","Base migration calculation method","Number","174"
"Estimated migration flows","2024Q1","Net migration","All ages","Brazil","Base plus education migration calculation method","Number","213"
"Estimated migration flows","2024Q1","Net migration","All ages","India","Base migration calculation method","Number","4472"
"Estimated migration flows","2024Q1","Net migration","All ages","India","Base plus education migration calculation method","Number","4502"
"Estimated migration flows","2024Q1","Net migration","All ages","Ukraine","Base migration calculation method","Number","1287"
"Estimated migration flows","2024Q1","Net migration","All ages","Ukraine","Base plus education migration calculation method","Number","1433"
"Estimated migration flows","2024Q1","Net migration","All ages","All nationalities","Base migration calculation method","Number","11051"
"Estimated migration flows","2024Q1","Net migration","All ages","All nationalities","Base plus education migration calculation method","Number","15688"
"Estimated migration flows","2024Q1","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2043"
"Estimated migration flows","2024Q1","Net migration","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2051"
"Estimated migration flows","2024Q1","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","-360"
"Estimated migration flows","2024Q1","Net migration","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","-238"
"Estimated migration flows","2024Q1","Net migration","All ages","Other nationalities (3)","Base migration calculation method","Number","8306"
"Estimated migration flows","2024Q1","Net migration","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","8418"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Ireland","Base migration calculation method","Number","8887"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Ireland","Base plus education migration calculation method","Number","2853"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","635"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","497"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Brazil","Base migration calculation method","Number","832"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Brazil","Base plus education migration calculation method","Number","835"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","India","Base migration calculation method","Number","1899"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","India","Base plus education migration calculation method","Number","1853"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Ukraine","Base migration calculation method","Number","815"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","790"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","All nationalities","Base migration calculation method","Number","22688"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","15237"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2524"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2427"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","2112"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1761"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","4984"
"Estimated migration flows","2024Q2","Inward migration - All","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","4221"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Ireland","Base migration calculation method","Number","4823"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Ireland","Base plus education migration calculation method","Number","4281"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","469"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","449"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Brazil","Base migration calculation method","Number","1707"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Brazil","Base plus education migration calculation method","Number","1692"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","India","Base migration calculation method","Number","1901"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","India","Base plus education migration calculation method","Number","1860"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Ukraine","Base migration calculation method","Number","470"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","462"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","All nationalities","Base migration calculation method","Number","19068"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","18303"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","2489"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","2455"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1684"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1664"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","5525"
"Estimated migration flows","2024Q2","Inward migration - All","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","5440"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Ireland","Base migration calculation method","Number","2280"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Ireland","Base plus education migration calculation method","Number","2185"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","307"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","302"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Brazil","Base migration calculation method","Number","670"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Brazil","Base plus education migration calculation method","Number","662"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","India","Base migration calculation method","Number","1137"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","India","Base plus education migration calculation method","Number","1126"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Ukraine","Base migration calculation method","Number","425"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","423"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","All nationalities","Base migration calculation method","Number","10242"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","10060"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1032"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1019"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1366"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1356"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","3025"
"Estimated migration flows","2024Q2","Inward migration - All","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","2987"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Ireland","Base migration calculation method","Number","5865"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Ireland","Base plus education migration calculation method","Number","5743"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","782"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","772"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Brazil","Base migration calculation method","Number","235"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Brazil","Base plus education migration calculation method","Number","234"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","India","Base migration calculation method","Number","231"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","India","Base plus education migration calculation method","Number","229"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Ukraine","Base migration calculation method","Number","646"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Ukraine","Base plus education migration calculation method","Number","642"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","All nationalities","Base migration calculation method","Number","11962"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","All nationalities","Base plus education migration calculation method","Number","11796"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","876"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","871"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1421"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1416"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Other nationalities (3)","Base migration calculation method","Number","1906"
"Estimated migration flows","2024Q2","Inward migration - All","45 years and over","Other nationalities (3)","Base plus education migration calculation method","Number","1889"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Ireland","Base migration calculation method","Number","21855"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Ireland","Base plus education migration calculation method","Number","15062"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","2193"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","2020"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Brazil","Base migration calculation method","Number","3444"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Brazil","Base plus education migration calculation method","Number","3423"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","India","Base migration calculation method","Number","5168"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","India","Base plus education migration calculation method","Number","5068"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Ukraine","Base migration calculation method","Number","2356"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Ukraine","Base plus education migration calculation method","Number","2317"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","All nationalities","Base migration calculation method","Number","63960"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","All nationalities","Base plus education migration calculation method","Number","55396"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","6921"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","6772"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","6583"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","6197"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Other nationalities (3)","Base migration calculation method","Number","15440"
"Estimated migration flows","2024Q2","Inward migration - All","All ages","Other nationalities (3)","Base plus education migration calculation method","Number","14537"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Ireland","Base migration calculation method","Number","5998"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Ireland","Base plus education migration calculation method","Number","2815"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","206"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","149"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Brazil","Base migration calculation method","Number","215"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Brazil","Base plus education migration calculation method","Number","203"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","India","Base migration calculation method","Number","68"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","India","Base plus education migration calculation method","Number","50"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Ukraine","Base migration calculation method","Number","256"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Ukraine","Base plus education migration calculation method","Number","228"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","All nationalities","Base migration calculation method","Number","8974"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","All nationalities","Base plus education migration calculation method","Number","5212"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","571"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","516"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","837"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","685"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Other nationalities (3)","Base migration calculation method","Number","823"
"Estimated migration flows","2024Q2","Outward migration","0 - 24 years","Other nationalities (3)","Base plus education migration calculation method","Number","566"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Ireland","Base migration calculation method","Number","5648"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Ireland","Base plus education migration calculation method","Number","5127"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","343"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","327"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Brazil","Base migration calculation method","Number","892"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Brazil","Base plus education migration calculation method","Number","871"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","India","Base migration calculation method","Number","511"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","India","Base plus education migration calculation method","Number","464"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Ukraine","Base migration calculation method","Number","463"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Ukraine","Base plus education migration calculation method","Number","441"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","All nationalities","Base migration calculation method","Number","12875"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","All nationalities","Base plus education migration calculation method","Number","12043"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","1643"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","1596"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1527"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1487"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Other nationalities (3)","Base migration calculation method","Number","1848"
"Estimated migration flows","2024Q2","Outward migration","25 - 34 years","Other nationalities (3)","Base plus education migration calculation method","Number","1730"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Ireland","Base migration calculation method","Number","2144"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Ireland","Base plus education migration calculation method","Number","2051"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","219"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","214"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Brazil","Base migration calculation method","Number","418"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Brazil","Base plus education migration calculation method","Number","404"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","India","Base migration calculation method","Number","294"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","India","Base plus education migration calculation method","Number","273"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Ukraine","Base migration calculation method","Number","429"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Ukraine","Base plus education migration calculation method","Number","405"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","All nationalities","Base migration calculation method","Number","6703"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","All nationalities","Base plus education migration calculation method","Number","6473"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","734"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base plus education migration calculation method","Number","713"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base migration calculation method","Number","1522"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","EU15 to EU27 (accession countries joined post 2004)","Base plus education migration calculation method","Number","1501"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Other nationalities (3)","Base migration calculation method","Number","943"
"Estimated migration flows","2024Q2","Outward migration","35 - 44 years","Other nationalities (3)","Base plus education migration calculation method","Number","912"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Ireland","Base migration calculation method","Number","3788"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Ireland","Base plus education migration calculation method","Number","3681"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base migration calculation method","Number","562"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","United Kingdom of Great Britain and Northern Ireland","Base plus education migration calculation method","Number","554"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Brazil","Base migration calculation method","Number","131"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Brazil","Base plus education migration calculation method","Number","128"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","India","Base migration calculation method","Number","64"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","India","Base plus education migration calculation method","Number","60"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Ukraine","Base migration calculation method","Number","636"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","Ukraine","Base plus education migration calculation method","Number","611"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","All nationalities","Base migration calculation method","Number","7790"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","All nationalities","Base plus education migration calculation method","Number","7591"
"Estimated migration flows","2024Q2","Outward migration","45 years and over","EU14 excl Irl (countries in the EU pre 2004 excluding UK & Ireland)","Base migration calculation method","Number","513"
