"Statistic Label","Census Year","Sex","Religion","Towns by Size","UNIT","VALUE"
"Population","2022","Both sexes","No religion","Maigh Cuilinn, Co Galway","Number","412"
"Population","2022","Both sexes","No religion","Oughterard, Co Galway","Number","305"
"Population","2022","Both sexes","No religion","Carrick-On-Shannon, Counties Leitrim & Roscommon","Number","566"
"Population","2022","Both sexes","No religion","Manorhamilton, Co Leitrim","Number","192"
"Population","2022","Both sexes","No religion","Ballyhaunis, Co Mayo","Number","215"
"Population","2022","Both sexes","No religion","Claremorris, Co Mayo","Number","442"
"Population","2022","Both sexes","No religion","Ballina, Co Mayo","Number","988"
"Population","2022","Both sexes","No religion","Ballinrobe, Co Mayo","Number","343"
"Population","2022","Both sexes","No religion","Castlebar, Co Mayo","Number","1673"
"Population","2022","Both sexes","No religion","Westport, Co Mayo","Number","1167"
"Population","2022","Both sexes","No religion","Roscommon, Co Roscommon","Number","570"
"Population","2022","Both sexes","No religion","Boyle, Co Roscommon","Number","288"
"Population","2022","Both sexes","No religion","Castlerea, Co Roscommon","Number","213"
"Population","2022","Both sexes","No religion","Ballaghaderreen, Co Roscommon","Number","219"
"Population","2022","Both sexes","No religion","Sligo, Co Sligo","Number","3100"
"Population","2022","Both sexes","No religion","Collooney, Co Sligo","Number","237"
"Population","2022","Both sexes","No religion","Ballysadare, Co Sligo","Number","224"
"Population","2022","Both sexes","No religion","Ballymote, Co Sligo","Number","192"
"Population","2022","Both sexes","No religion","Strandhill, Co Sligo","Number","452"
"Population","2022","Both sexes","No religion","Tubbercurry, Co Sligo","Number","248"
"Population","2022","Both sexes","No religion","Kingscourt, Co Cavan","Number","231"
"Population","2022","Both sexes","No religion","Mullagh, Co Cavan","Number","186"
"Population","2022","Both sexes","No religion","Bailieborough, Co Cavan","Number","207"
"Population","2022","Both sexes","No religion","Virginia, Co Cavan","Number","438"
"Population","2022","Both sexes","No religion","Cootehill, Co Cavan","Number","179"
"Population","2022","Both sexes","No religion","Ballyjamesduff, Co Cavan","Number","350"
"Population","2022","Both sexes","No religion","Cavan, Co Cavan","Number","1125"
"Population","2022","Both sexes","No religion","Belturbet, Co Cavan","Number","210"
"Population","2022","Both sexes","No religion","Carndonagh, Co Donegal","Number","254"
"Population","2022","Both sexes","No religion","Buncrana, Co Donegal","Number","641"
"Population","2022","Both sexes","No religion","Lifford, Co Donegal","Number","102"
"Population","2022","Both sexes","No religion","Convoy, Co Donegal","Number","113"
"Population","2022","Both sexes","No religion","Letterkenny, Co Donegal","Number","2483"
"Population","2022","Both sexes","No religion","Ballybofey-Stranorlar, Co Donegal","Number","396"
"Population","2022","Both sexes","No religion","Donegal, Co Donegal","Number","310"
"Population","2022","Both sexes","No religion","Ballyshannon, Co Donegal","Number","246"
"Population","2022","Both sexes","No religion","Bundoran, Co Donegal","Number","439"
"Population","2022","Both sexes","No religion","Carrickmacross, Co Monaghan","Number","584"
"Population","2022","Both sexes","No religion","Castleblayney, Co Monaghan","Number","367"
"Population","2022","Both sexes","No religion","Monaghan, Co Monaghan","Number","792"
"Population","2022","Both sexes","No religion","Clones, Co Monaghan","Number","128"
"Population","2022","Both sexes","No religion","State","Number","755455"
"Population","2022","Both sexes","No religion","Other towns with a population between 1,000 - 1,499","Number","12432"
"Population","2022","Both sexes","No religion","Other towns with a population under 500","Number","12045"
"Population","2022","Both sexes","No religion","Other towns with a population between 500 - 999","Number","15677"
"Population","2022","Both sexes","No religion","Remainder of country","Number","150797"
"Population","2022","Both sexes","Not stated","Tullow, Co Carlow","Number","378"
"Population","2022","Both sexes","Not stated","Carlow, Counties Carlow & Laois","Number","2470"
"Population","2022","Both sexes","Not stated","Muinebeag (Bagenalstown), Co Carlow","Number","88"
"Population","2022","Both sexes","Not stated","Dublin city and suburbs, Counties Dublin & Meath","Number","119791"
"Population","2022","Both sexes","Not stated","Saggart, Co Dublin","Number","1321"
"Population","2022","Both sexes","Not stated","Rathcoole, Co Dublin","Number","523"
"Population","2022","Both sexes","Not stated","Newcastle, Co Dublin","Number","382"
"Population","2022","Both sexes","Not stated","Rush, Co Dublin","Number","505"
"Population","2022","Both sexes","Not stated","Skerries, Co Dublin","Number","271"
"Population","2022","Both sexes","Not stated","Portmarnock, Co Dublin","Number","361"
"Population","2022","Both sexes","Not stated","Donabate, Co Dublin","Number","302"
"Population","2022","Both sexes","Not stated","Malahide, Co Dublin","Number","552"
"Population","2022","Both sexes","Not stated","Lusk, Co Dublin","Number","539"
"Population","2022","Both sexes","Not stated","Balrothery, Co Dublin","Number","269"
"Population","2022","Both sexes","Not stated","Balbriggan, Co Dublin","Number","1492"
"Population","2022","Both sexes","Not stated","Kinsealy-Drinan, Co Dublin","Number","572"
"Population","2022","Both sexes","Not stated","Swords, Co Dublin","Number","2223"
"Population","2022","Both sexes","Not stated","Leixlip, Co Kildare","Number","651"
"Population","2022","Both sexes","Not stated","Celbridge, Co Kildare","Number","745"
"Population","2022","Both sexes","Not stated","Kill, Co Kildare","Number","109"
"Population","2022","Both sexes","Not stated","Maynooth, Co Kildare","Number","1098"
"Population","2022","Both sexes","Not stated","Naas, Co Kildare","Number","1063"
"Population","2022","Both sexes","Not stated","Sallins, Co Kildare","Number","242"
"Population","2022","Both sexes","Not stated","Kilcock, Counties Kildare & Meath","Number","650"
"Population","2022","Both sexes","Not stated","Clane, Co Kildare","Number","398"
"Population","2022","Both sexes","Not stated","Kilcullen, Co Kildare","Number","112"
"Population","2022","Both sexes","Not stated","Prosperous, Co Kildare","Number","120"
"Population","2022","Both sexes","Not stated","Newbridge, Co Kildare","Number","1248"
"Population","2022","Both sexes","Not stated","Castledermot, Co Kildare","Number","107"
"Population","2022","Both sexes","Not stated","Allenwood, Co Kildare","Number","50"
"Population","2022","Both sexes","Not stated","Kildare, Co Kildare","Number","704"
"Population","2022","Both sexes","Not stated","Derrinturn, Co Kildare","Number","81"
"Population","2022","Both sexes","Not stated","Athy, Co Kildare","Number","726"
"Population","2022","Both sexes","Not stated","Rathangan, Co Kildare","Number","185"
"Population","2022","Both sexes","Not stated","Monasterevin, Co Kildare","Number","280"
"Population","2022","Both sexes","Not stated","Graiguenamanagh-Tinnahinch, Counties Kilkenny & Carlow","Number","209"
"Population","2022","Both sexes","Not stated","Thomastown, Co Kilkenny","Number","56"
"Population","2022","Both sexes","Not stated","Kilkenny, Co Kilkenny","Number","1737"
"Population","2022","Both sexes","Not stated","Callan, Co Kilkenny","Number","212"
"Population","2022","Both sexes","Not stated","Portarlington, Counties Laois & Offaly","Number","603"
"Population","2022","Both sexes","Not stated","Portlaoise, Co Laois","Number","2156"
"Population","2022","Both sexes","Not stated","Mountmellick, Co Laois","Number","230"
"Population","2022","Both sexes","Not stated","Abbeyleix, Co Laois","Number","81"
"Population","2022","Both sexes","Not stated","Mountrath, Co Laois","Number","166"
"Population","2022","Both sexes","Not stated","Edgeworthstown, Co Longford","Number","414"
"Population","2022","Both sexes","Not stated","Ballymahon, Co Longford","Number","326"
"Population","2022","Both sexes","Not stated","Longford, Co Longford","Number","1255"
"Population","2022","Both sexes","Not stated","Lanesborough-Ballyleague, Counties Roscommon & Longford","Number","100"
"Population","2022","Both sexes","Not stated","Carlingford, Co Louth","Number","146"
"Population","2022","Both sexes","Not stated","Clogherhead, Co Louth","Number","71"
"Population","2022","Both sexes","Not stated","Termonfeckin, Co Louth","Number","103"
"Population","2022","Both sexes","Not stated","Drogheda, Counties Louth & Meath","Number","3486"
"Population","2022","Both sexes","Not stated","Dunleer, Co Louth","Number","100"
"Population","2022","Both sexes","Not stated","Dundalk, Co Louth","Number","3596"
"Population","2022","Both sexes","Not stated","Tullyallen, Co Louth","Number","64"
"Population","2022","Both sexes","Not stated","Ardee, Co Louth","Number","327"
"Population","2022","Both sexes","Not stated","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Number","594"
"Population","2022","Both sexes","Not stated","Stamullen, Co Meath","Number","103"
"Population","2022","Both sexes","Not stated","Ashbourne, Co Meath","Number","591"
"Population","2022","Both sexes","Not stated","Duleek, Co Meath","Number","366"
"Population","2022","Both sexes","Not stated","Ratoath, Co Meath","Number","544"
"Population","2022","Both sexes","Not stated","Dunboyne, Co Meath","Number","330"
"Population","2022","Both sexes","Not stated","Dunshaughlin, Co Meath","Number","281"
"Population","2022","Both sexes","Not stated","Navan, Co Meath","Number","1732"
"Population","2022","Both sexes","Not stated","Trim, Co Meath","Number","392"
"Population","2022","Both sexes","Not stated","Enfield, Co Meath","Number","177"
"Population","2022","Both sexes","Not stated","Kells, Co Meath","Number","438"
"Population","2022","Both sexes","Not stated","Athboy, Co Meath","Number","113"
"Population","2022","Both sexes","Not stated","Longwood, Co Meath","Number","109"
"Population","2022","Both sexes","Not stated","Ballivor, Co Meath","Number","81"
"Population","2022","Both sexes","Not stated","Edenderry, Co Offaly","Number","611"
"Population","2022","Both sexes","Not stated","Tullamore, Co Offaly","Number","1276"
"Population","2022","Both sexes","Not stated","Clara, Co Offaly","Number","133"
"Population","2022","Both sexes","Not stated","Birr, Co Offaly","Number","227"
"Population","2022","Both sexes","Not stated","Banagher, Co Offaly","Number","187"
"Population","2022","Both sexes","Not stated","Kinnegad, Co Westmeath","Number","215"
"Population","2022","Both sexes","Not stated","Killucan-Rathwire, Co Westmeath","Number","134"
"Population","2022","Both sexes","Not stated","Mullingar, Co Westmeath","Number","1870"
"Population","2022","Both sexes","Not stated","Kilbeggan, Co Westmeath","Number","199"
"Population","2022","Both sexes","Not stated","Moate, Co Westmeath","Number","332"
"Population","2022","Both sexes","Not stated","Athlone, Counties Westmeath & Roscommon","Number","2382"
"Population","2022","Both sexes","Not stated","Courtown, Co Wexford","Number","324"
"Population","2022","Both sexes","Not stated","Gorey, Co Wexford","Number","394"
"Population","2022","Both sexes","Not stated","Rosslare Harbour, Co Wexford","Number","239"
"Population","2022","Both sexes","Not stated","Rosslare, Co Wexford","Number","77"
"Population","2022","Both sexes","Not stated","Castlebridge, Co Wexford","Number","66"
"Population","2022","Both sexes","Not stated","Wexford, Co Wexford","Number","1143"
"Population","2022","Both sexes","Not stated","Enniscorthy, Co Wexford","Number","933"
"Population","2022","Both sexes","Not stated","Bunclody, Counties Wexford & Carlow","Number","321"
"Population","2022","Both sexes","Not stated","New Ross, Wexford & Kilkenny","Number","580"
"Population","2022","Both sexes","Not stated","Wicklow, Co Wicklow","Number","457"
