"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Tipperary","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","All Test Categories","Number","50"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category B (Car or light van)","Number","46"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category A1 (Motorcycle - low power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category A (Motorcycle All)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category CE (Articulated Truck)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Waterford","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","All Test Categories","Number","16"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category B (Car or light van)","Number","16"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wicklow","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","All Test Categories","Number","32"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category B (Car or light van)","Number","31"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category A (Motorcycle All)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Westmeath","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","All Test Categories","Number","39"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category B (Car or light van)","Number","32"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category AM (Moped / light quadricycle)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category A1 (Motorcycle - low power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category A (Motorcycle All)","Number","4"
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 July","Co. Wexford","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","All Test Categories","Number","862"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category B (Car or light van)","Number","776"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category AM (Moped / light quadricycle)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category A1 (Motorcycle - low power)","Number","6"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category A2 (Motorcycle - medium power)","Number","12"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category A (Motorcycle All)","Number","30"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category BE (Car with Trailer)","Number","18"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category C1 (Small truck / large van)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category C (Truck)","Number","5"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category CE (Articulated Truck)","Number","4"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category D1 (Minibus)","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category D (Bus)","Number","3"
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Ireland","CPC Practical Test (Truck/Artic)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","All Test Categories","Number","14"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category B (Car or light van)","Number","13"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Clare","CPC Practical Test (Truck/Artic)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","All Test Categories","Number","96"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category B (Car or light van)","Number","88"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category A1 (Motorcycle - low power)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category A2 (Motorcycle - medium power)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category A (Motorcycle All)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category C (Truck)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cork","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","All Test Categories","Number","10"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category B (Car or light van)","Number","10"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Cavan","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","All Test Categories","Number","17"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category B (Car or light van)","Number","15"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category AM (Moped / light quadricycle)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category C (Truck)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Carlow","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","All Test Categories","Number","14"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category B (Car or light van)","Number","14"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Donegal","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","All Test Categories","Number","311"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category B (Car or light van)","Number","283"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category AM (Moped / light quadricycle)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category A1 (Motorcycle - low power)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category A2 (Motorcycle - medium power)","Number","4"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category A (Motorcycle All)","Number","13"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category BE (Car with Trailer)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category C1 (Small truck / large van)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category C (Truck)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category CE (Articulated Truck)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category D1 (Minibus)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category D (Bus)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Dublin","CPC Practical Test (Truck/Artic)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","All Test Categories","Number","35"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category B (Car or light van)","Number","32"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category A (Motorcycle All)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category BE (Car with Trailer)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category D (Bus)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Galway","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","All Test Categories","Number","58"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category B (Car or light van)","Number","43"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category A (Motorcycle All)","Number","7"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category BE (Car with Trailer)","Number","6"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category C (Truck)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category D (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kildare","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","All Test Categories","Number","9"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category B (Car or light van)","Number","5"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category A (Motorcycle All)","Number","2"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category BE (Car with Trailer)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category C1 (Small truck / large van)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category C (Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category CE (Articulated Truck)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category D1 (Minibus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category D (Bus)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category DE (Bus with trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","Category W (Tractor)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","CPC Practical Test (Bus)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kilkenny","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","All Test Categories","Number","9"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category B (Car or light van)","Number","6"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category A1 (Motorcycle - low power)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category A (Motorcycle All)","Number","1"
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category BE (Car with Trailer)","Number",""
"Driving Tests Not Conducted / Abandoned","2023 August","Co. Kerry","Category C1 (Small truck / large van)","Number",""
