"Statistic Label","Month","County","Driving Test Categories","UNIT","VALUE"
"Driving Tests Delivered","2022 January","Co. Louth","Category B (Car or light van)","Number","584"
"Driving Tests Delivered","2022 January","Co. Louth","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category A (Motorcycle All)","Number","2"
"Driving Tests Delivered","2022 January","Co. Louth","Category BE (Car with Trailer)","Number","5"
"Driving Tests Delivered","2022 January","Co. Louth","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category C (Truck)","Number","19"
"Driving Tests Delivered","2022 January","Co. Louth","Category CE (Articulated Truck)","Number","12"
"Driving Tests Delivered","2022 January","Co. Louth","Category D1 (Minibus)","Number","1"
"Driving Tests Delivered","2022 January","Co. Louth","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category D (Bus)","Number","8"
"Driving Tests Delivered","2022 January","Co. Louth","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Louth","CPC Practical Test (Bus)","Number","4"
"Driving Tests Delivered","2022 January","Co. Louth","CPC Practical Test (Truck/Artic)","Number","6"
"Driving Tests Delivered","2022 January","Co. Limerick","All Test Categories","Number","823"
"Driving Tests Delivered","2022 January","Co. Limerick","Category B (Car or light van)","Number","724"
"Driving Tests Delivered","2022 January","Co. Limerick","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category A2 (Motorcycle - medium power)","Number","1"
"Driving Tests Delivered","2022 January","Co. Limerick","Category A (Motorcycle All)","Number","15"
"Driving Tests Delivered","2022 January","Co. Limerick","Category BE (Car with Trailer)","Number","25"
"Driving Tests Delivered","2022 January","Co. Limerick","Category C1 (Small truck / large van)","Number","1"
"Driving Tests Delivered","2022 January","Co. Limerick","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category C (Truck)","Number","20"
"Driving Tests Delivered","2022 January","Co. Limerick","Category CE (Articulated Truck)","Number","14"
"Driving Tests Delivered","2022 January","Co. Limerick","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category D (Bus)","Number","2"
"Driving Tests Delivered","2022 January","Co. Limerick","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Limerick","CPC Practical Test (Bus)","Number","4"
"Driving Tests Delivered","2022 January","Co. Limerick","CPC Practical Test (Truck/Artic)","Number","17"
"Driving Tests Delivered","2022 January","Co. Leitrim","All Test Categories","Number","101"
"Driving Tests Delivered","2022 January","Co. Leitrim","Category B (Car or light van)","Number","86"
"Driving Tests Delivered","2022 January","Co. Leitrim","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category BE (Car with Trailer)","Number","5"
"Driving Tests Delivered","2022 January","Co. Leitrim","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category C (Truck)","Number","6"
"Driving Tests Delivered","2022 January","Co. Leitrim","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category D (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Leitrim","CPC Practical Test (Truck/Artic)","Number","4"
"Driving Tests Delivered","2022 January","Co. Laois","All Test Categories","Number","198"
"Driving Tests Delivered","2022 January","Co. Laois","Category B (Car or light van)","Number","198"
"Driving Tests Delivered","2022 January","Co. Laois","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category BE (Car with Trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category C (Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category D (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Laois","CPC Practical Test (Truck/Artic)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","All Test Categories","Number","341"
"Driving Tests Delivered","2022 January","Co. Meath","Category B (Car or light van)","Number","312"
"Driving Tests Delivered","2022 January","Co. Meath","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category A (Motorcycle All)","Number","8"
"Driving Tests Delivered","2022 January","Co. Meath","Category BE (Car with Trailer)","Number","3"
"Driving Tests Delivered","2022 January","Co. Meath","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category C (Truck)","Number","9"
"Driving Tests Delivered","2022 January","Co. Meath","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category D (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Meath","CPC Practical Test (Bus)","Number","1"
"Driving Tests Delivered","2022 January","Co. Meath","CPC Practical Test (Truck/Artic)","Number","8"
"Driving Tests Delivered","2022 January","Co. Monaghan","All Test Categories","Number","145"
"Driving Tests Delivered","2022 January","Co. Monaghan","Category B (Car or light van)","Number","134"
"Driving Tests Delivered","2022 January","Co. Monaghan","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category BE (Car with Trailer)","Number","1"
"Driving Tests Delivered","2022 January","Co. Monaghan","Category C1 (Small truck / large van)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category C (Truck)","Number","6"
"Driving Tests Delivered","2022 January","Co. Monaghan","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category D1 (Minibus)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category D (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","CPC Practical Test (Bus)","Number",""
"Driving Tests Delivered","2022 January","Co. Monaghan","CPC Practical Test (Truck/Artic)","Number","4"
"Driving Tests Delivered","2022 January","Co. Mayo","All Test Categories","Number","397"
"Driving Tests Delivered","2022 January","Co. Mayo","Category B (Car or light van)","Number","353"
"Driving Tests Delivered","2022 January","Co. Mayo","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category A2 (Motorcycle - medium power)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category A (Motorcycle All)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category BE (Car with Trailer)","Number","14"
"Driving Tests Delivered","2022 January","Co. Mayo","Category C1 (Small truck / large van)","Number","2"
"Driving Tests Delivered","2022 January","Co. Mayo","Category C1E (Small truck / large van with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category C (Truck)","Number","14"
"Driving Tests Delivered","2022 January","Co. Mayo","Category CE (Articulated Truck)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category D1 (Minibus)","Number","1"
"Driving Tests Delivered","2022 January","Co. Mayo","Category D1E (Minibus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category D (Bus)","Number","2"
"Driving Tests Delivered","2022 January","Co. Mayo","Category DE (Bus with trailer)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","Category W (Tractor)","Number",""
"Driving Tests Delivered","2022 January","Co. Mayo","CPC Practical Test (Bus)","Number","2"
"Driving Tests Delivered","2022 January","Co. Mayo","CPC Practical Test (Truck/Artic)","Number","9"
"Driving Tests Delivered","2022 January","Co. Offaly","All Test Categories","Number","429"
"Driving Tests Delivered","2022 January","Co. Offaly","Category B (Car or light van)","Number","336"
"Driving Tests Delivered","2022 January","Co. Offaly","Category AM (Moped / light quadricycle)","Number",""
"Driving Tests Delivered","2022 January","Co. Offaly","Category A1 (Motorcycle - low power)","Number",""
"Driving Tests Delivered","2022 January","Co. Offaly","Category A2 (Motorcycle - medium power)","Number",""
