"Statistic Label","Year","County","UNIT","VALUE"
"Disposable Income per Person (excluding Rent)","2006","Co. Galway","Euro","17174.7"
"Disposable Income per Person (excluding Rent)","2006","Co. Kerry","Euro","17466.75"
"Disposable Income per Person (excluding Rent)","2006","Co. Kildare","Euro","17392.09"
"Disposable Income per Person (excluding Rent)","2006","Co. Kilkenny","Euro","17724.45"
"Disposable Income per Person (excluding Rent)","2006","Co. Laois","Euro","16471.43"
"Disposable Income per Person (excluding Rent)","2006","Co. Leitrim","Euro","17812.12"
"Disposable Income per Person (excluding Rent)","2006","Co. Limerick","Euro","18302.29"
"Disposable Income per Person (excluding Rent)","2006","Co. Longford","Euro","16418.92"
"Disposable Income per Person (excluding Rent)","2006","Co. Louth","Euro","16753.1"
"Disposable Income per Person (excluding Rent)","2006","Co. Mayo","Euro","14715.75"
"Disposable Income per Person (excluding Rent)","2006","Co. Meath","Euro","17963.22"
"Disposable Income per Person (excluding Rent)","2006","Co. Monaghan","Euro","15925.73"
"Disposable Income per Person (excluding Rent)","2006","Co. Offaly","Euro","15527.48"
"Disposable Income per Person (excluding Rent)","2006","Co. Roscommon","Euro","15664.28"
"Disposable Income per Person (excluding Rent)","2006","Co. Sligo","Euro","16460.73"
"Disposable Income per Person (excluding Rent)","2006","Co. Tipperary","Euro","18656.34"
"Disposable Income per Person (excluding Rent)","2006","Co. Waterford","Euro","18323.9"
"Disposable Income per Person (excluding Rent)","2006","Co. Westmeath","Euro","17019.91"
"Disposable Income per Person (excluding Rent)","2006","Co. Wexford","Euro","19077.27"
"Disposable Income per Person (excluding Rent)","2006","Co. Wicklow","Euro","17285.64"
"Disposable Income per Person (excluding Rent)","2007","Ireland","Euro","18542.21"
"Disposable Income per Person (excluding Rent)","2007","Co. Carlow","Euro","19772.13"
"Disposable Income per Person (excluding Rent)","2007","Co. Cavan","Euro","17755.6"
"Disposable Income per Person (excluding Rent)","2007","Co. Clare","Euro","18306.33"
"Disposable Income per Person (excluding Rent)","2007","Co. Cork","Euro","20295.34"
"Disposable Income per Person (excluding Rent)","2007","Co. Donegal","Euro","14892.65"
"Disposable Income per Person (excluding Rent)","2007","Co. Dublin","Euro","19107.74"
"Disposable Income per Person (excluding Rent)","2007","Co. Galway","Euro","18395.93"
"Disposable Income per Person (excluding Rent)","2007","Co. Kerry","Euro","17851.68"
"Disposable Income per Person (excluding Rent)","2007","Co. Kildare","Euro","17800.49"
"Disposable Income per Person (excluding Rent)","2007","Co. Kilkenny","Euro","18500.44"
"Disposable Income per Person (excluding Rent)","2007","Co. Laois","Euro","17454.23"
"Disposable Income per Person (excluding Rent)","2007","Co. Leitrim","Euro","17439.16"
"Disposable Income per Person (excluding Rent)","2007","Co. Limerick","Euro","19303.97"
"Disposable Income per Person (excluding Rent)","2007","Co. Longford","Euro","17361.21"
"Disposable Income per Person (excluding Rent)","2007","Co. Louth","Euro","17579.61"
"Disposable Income per Person (excluding Rent)","2007","Co. Mayo","Euro","17195.96"
"Disposable Income per Person (excluding Rent)","2007","Co. Meath","Euro","18480.97"
"Disposable Income per Person (excluding Rent)","2007","Co. Monaghan","Euro","16023.14"
"Disposable Income per Person (excluding Rent)","2007","Co. Offaly","Euro","16276.04"
"Disposable Income per Person (excluding Rent)","2007","Co. Roscommon","Euro","16331.33"
"Disposable Income per Person (excluding Rent)","2007","Co. Sligo","Euro","16228.4"
"Disposable Income per Person (excluding Rent)","2007","Co. Tipperary","Euro","19728.25"
"Disposable Income per Person (excluding Rent)","2007","Co. Waterford","Euro","18902.59"
"Disposable Income per Person (excluding Rent)","2007","Co. Westmeath","Euro","17598.12"
"Disposable Income per Person (excluding Rent)","2007","Co. Wexford","Euro","19672.95"
"Disposable Income per Person (excluding Rent)","2007","Co. Wicklow","Euro","17836.9"
"Disposable Income per Person (excluding Rent)","2008","Ireland","Euro","19252.56"
"Disposable Income per Person (excluding Rent)","2008","Co. Carlow","Euro","20573.95"
"Disposable Income per Person (excluding Rent)","2008","Co. Cavan","Euro","18567.3"
"Disposable Income per Person (excluding Rent)","2008","Co. Clare","Euro","19132.41"
"Disposable Income per Person (excluding Rent)","2008","Co. Cork","Euro","21187.14"
"Disposable Income per Person (excluding Rent)","2008","Co. Donegal","Euro","15656.96"
"Disposable Income per Person (excluding Rent)","2008","Co. Dublin","Euro","19886.4"
"Disposable Income per Person (excluding Rent)","2008","Co. Galway","Euro","19566.13"
"Disposable Income per Person (excluding Rent)","2008","Co. Kerry","Euro","18451.57"
"Disposable Income per Person (excluding Rent)","2008","Co. Kildare","Euro","18588.25"
"Disposable Income per Person (excluding Rent)","2008","Co. Kilkenny","Euro","19195.65"
"Disposable Income per Person (excluding Rent)","2008","Co. Laois","Euro","17700.92"
"Disposable Income per Person (excluding Rent)","2008","Co. Leitrim","Euro","18323.67"
"Disposable Income per Person (excluding Rent)","2008","Co. Limerick","Euro","20252.98"
"Disposable Income per Person (excluding Rent)","2008","Co. Longford","Euro","17446.45"
"Disposable Income per Person (excluding Rent)","2008","Co. Louth","Euro","18156.26"
"Disposable Income per Person (excluding Rent)","2008","Co. Mayo","Euro","16703.72"
"Disposable Income per Person (excluding Rent)","2008","Co. Meath","Euro","18885.83"
"Disposable Income per Person (excluding Rent)","2008","Co. Monaghan","Euro","16719.42"
"Disposable Income per Person (excluding Rent)","2008","Co. Offaly","Euro","16407.28"
"Disposable Income per Person (excluding Rent)","2008","Co. Roscommon","Euro","17148.78"
"Disposable Income per Person (excluding Rent)","2008","Co. Sligo","Euro","17177.75"
"Disposable Income per Person (excluding Rent)","2008","Co. Tipperary","Euro","20759.29"
"Disposable Income per Person (excluding Rent)","2008","Co. Waterford","Euro","19725.56"
"Disposable Income per Person (excluding Rent)","2008","Co. Westmeath","Euro","17721.98"
"Disposable Income per Person (excluding Rent)","2008","Co. Wexford","Euro","20166.62"
"Disposable Income per Person (excluding Rent)","2008","Co. Wicklow","Euro","18276.91"
"Disposable Income per Person (excluding Rent)","2009","Ireland","Euro","18322.86"
"Disposable Income per Person (excluding Rent)","2009","Co. Carlow","Euro","19313.47"
"Disposable Income per Person (excluding Rent)","2009","Co. Cavan","Euro","17890.75"
"Disposable Income per Person (excluding Rent)","2009","Co. Clare","Euro","18504.86"
"Disposable Income per Person (excluding Rent)","2009","Co. Cork","Euro","20156.22"
"Disposable Income per Person (excluding Rent)","2009","Co. Donegal","Euro","15758.96"
"Disposable Income per Person (excluding Rent)","2009","Co. Dublin","Euro","18732.49"
"Disposable Income per Person (excluding Rent)","2009","Co. Galway","Euro","19348.98"
"Disposable Income per Person (excluding Rent)","2009","Co. Kerry","Euro","17626.68"
"Disposable Income per Person (excluding Rent)","2009","Co. Kildare","Euro","17196.65"
"Disposable Income per Person (excluding Rent)","2009","Co. Kilkenny","Euro","18416.69"
"Disposable Income per Person (excluding Rent)","2009","Co. Laois","Euro","16666.91"
"Disposable Income per Person (excluding Rent)","2009","Co. Leitrim","Euro","17957.75"
"Disposable Income per Person (excluding Rent)","2009","Co. Limerick","Euro","18969.92"
"Disposable Income per Person (excluding Rent)","2009","Co. Longford","Euro","16736.91"
"Disposable Income per Person (excluding Rent)","2009","Co. Louth","Euro","17097.84"
"Disposable Income per Person (excluding Rent)","2009","Co. Mayo","Euro","16979.96"
"Disposable Income per Person (excluding Rent)","2009","Co. Meath","Euro","17391.42"
"Disposable Income per Person (excluding Rent)","2009","Co. Monaghan","Euro","16116.88"
"Disposable Income per Person (excluding Rent)","2009","Co. Offaly","Euro","15611.69"
"Disposable Income per Person (excluding Rent)","2009","Co. Roscommon","Euro","16893.42"
"Disposable Income per Person (excluding Rent)","2009","Co. Sligo","Euro","16964.72"
"Disposable Income per Person (excluding Rent)","2009","Co. Tipperary","Euro","19629.12"
"Disposable Income per Person (excluding Rent)","2009","Co. Waterford","Euro","18752.37"
"Disposable Income per Person (excluding Rent)","2009","Co. Westmeath","Euro","16865.96"
"Disposable Income per Person (excluding Rent)","2009","Co. Wexford","Euro","19485.87"
"Disposable Income per Person (excluding Rent)","2009","Co. Wicklow","Euro","16839.46"
"Disposable Income per Person (excluding Rent)","2010","Ireland","Euro","16926.99"
"Disposable Income per Person (excluding Rent)","2010","Co. Carlow","Euro","18019.12"
"Disposable Income per Person (excluding Rent)","2010","Co. Cavan","Euro","17253.48"
"Disposable Income per Person (excluding Rent)","2010","Co. Clare","Euro","17152.28"
"Disposable Income per Person (excluding Rent)","2010","Co. Cork","Euro","18552.42"
"Disposable Income per Person (excluding Rent)","2010","Co. Donegal","Euro","14241.67"
"Disposable Income per Person (excluding Rent)","2010","Co. Dublin","Euro","17432.89"
"Disposable Income per Person (excluding Rent)","2010","Co. Galway","Euro","17651.28"
"Disposable Income per Person (excluding Rent)","2010","Co. Kerry","Euro","16284.6"
"Disposable Income per Person (excluding Rent)","2010","Co. Kildare","Euro","15766.79"
"Disposable Income per Person (excluding Rent)","2010","Co. Kilkenny","Euro","16364.44"
"Disposable Income per Person (excluding Rent)","2010","Co. Laois","Euro","14971.06"
"Disposable Income per Person (excluding Rent)","2010","Co. Leitrim","Euro","16401.67"
"Disposable Income per Person (excluding Rent)","2010","Co. Limerick","Euro","18067.08"
"Disposable Income per Person (excluding Rent)","2010","Co. Longford","Euro","15400.26"
"Disposable Income per Person (excluding Rent)","2010","Co. Louth","Euro","15945.75"
"Disposable Income per Person (excluding Rent)","2010","Co. Mayo","Euro","16040.74"
"Disposable Income per Person (excluding Rent)","2010","Co. Meath","Euro","15871.79"
"Disposable Income per Person (excluding Rent)","2010","Co. Monaghan","Euro","15298.64"
"Disposable Income per Person (excluding Rent)","2010","Co. Offaly","Euro","14008.33"
"Disposable Income per Person (excluding Rent)","2010","Co. Roscommon","Euro","15719.51"
"Disposable Income per Person (excluding Rent)","2010","Co. Sligo","Euro","15124.59"
"Disposable Income per Person (excluding Rent)","2010","Co. Tipperary","Euro","18246.88"
"Disposable Income per Person (excluding Rent)","2010","Co. Waterford","Euro","17038.31"
"Disposable Income per Person (excluding Rent)","2010","Co. Westmeath","Euro","15394.69"
"Disposable Income per Person (excluding Rent)","2010","Co. Wexford","Euro","18026.85"
"Disposable Income per Person (excluding Rent)","2010","Co. Wicklow","Euro","15462.9"
"Disposable Income per Person (excluding Rent)","2011","Ireland","Euro","16680.36"
"Disposable Income per Person (excluding Rent)","2011","Co. Carlow","Euro","18223.12"
"Disposable Income per Person (excluding Rent)","2011","Co. Cavan","Euro","15708.5"
"Disposable Income per Person (excluding Rent)","2011","Co. Clare","Euro","16448.2"
"Disposable Income per Person (excluding Rent)","2011","Co. Cork","Euro","18002.48"
"Disposable Income per Person (excluding Rent)","2011","Co. Donegal","Euro","14266.4"
"Disposable Income per Person (excluding Rent)","2011","Co. Dublin","Euro","16899.33"
"Disposable Income per Person (excluding Rent)","2011","Co. Galway","Euro","16678.67"
"Disposable Income per Person (excluding Rent)","2011","Co. Kerry","Euro","16589.65"
"Disposable Income per Person (excluding Rent)","2011","Co. Kildare","Euro","15894.51"
"Disposable Income per Person (excluding Rent)","2011","Co. Kilkenny","Euro","16157.1"
"Disposable Income per Person (excluding Rent)","2011","Co. Laois","Euro","14134.88"
"Disposable Income per Person (excluding Rent)","2011","Co. Leitrim","Euro","16197.05"
"Disposable Income per Person (excluding Rent)","2011","Co. Limerick","Euro","17727.25"
"Disposable Income per Person (excluding Rent)","2011","Co. Longford","Euro","15594.56"
"Disposable Income per Person (excluding Rent)","2011","Co. Louth","Euro","15555.1"
"Disposable Income per Person (excluding Rent)","2011","Co. Mayo","Euro","16215.73"
"Disposable Income per Person (excluding Rent)","2011","Co. Meath","Euro","14965.5"
"Disposable Income per Person (excluding Rent)","2011","Co. Monaghan","Euro","19767.62"
"Disposable Income per Person (excluding Rent)","2011","Co. Offaly","Euro","14586.01"
"Disposable Income per Person (excluding Rent)","2011","Co. Roscommon","Euro","15463.74"
"Disposable Income per Person (excluding Rent)","2011","Co. Sligo","Euro","16790.35"
"Disposable Income per Person (excluding Rent)","2011","Co. Tipperary","Euro","18308.44"
"Disposable Income per Person (excluding Rent)","2011","Co. Waterford","Euro","17679.86"
"Disposable Income per Person (excluding Rent)","2011","Co. Westmeath","Euro","15983.81"
"Disposable Income per Person (excluding Rent)","2011","Co. Wexford","Euro","16882.21"
"Disposable Income per Person (excluding Rent)","2011","Co. Wicklow","Euro","16290.68"
"Disposable Income per Person (excluding Rent)","2012","Ireland","Euro","17007.76"
"Disposable Income per Person (excluding Rent)","2012","Co. Carlow","Euro","18681.99"
"Disposable Income per Person (excluding Rent)","2012","Co. Cavan","Euro","16484.28"
"Disposable Income per Person (excluding Rent)","2012","Co. Clare","Euro","18659.2"
"Disposable Income per Person (excluding Rent)","2012","Co. Cork","Euro","18424.98"
"Disposable Income per Person (excluding Rent)","2012","Co. Donegal","Euro","14750.17"
"Disposable Income per Person (excluding Rent)","2012","Co. Dublin","Euro","17094.07"
"Disposable Income per Person (excluding Rent)","2012","Co. Galway","Euro","17249.68"
"Disposable Income per Person (excluding Rent)","2012","Co. Kerry","Euro","16704.18"
"Disposable Income per Person (excluding Rent)","2012","Co. Kildare","Euro","16185.3"
"Disposable Income per Person (excluding Rent)","2012","Co. Kilkenny","Euro","16695.26"
"Disposable Income per Person (excluding Rent)","2012","Co. Laois","Euro","14346.07"
"Disposable Income per Person (excluding Rent)","2012","Co. Leitrim","Euro","16933.33"
"Disposable Income per Person (excluding Rent)","2012","Co. Limerick","Euro","17979.26"
"Disposable Income per Person (excluding Rent)","2012","Co. Longford","Euro","15765.94"
"Disposable Income per Person (excluding Rent)","2012","Co. Louth","Euro","15887.88"
"Disposable Income per Person (excluding Rent)","2012","Co. Mayo","Euro","16902.79"
"Disposable Income per Person (excluding Rent)","2012","Co. Meath","Euro","15165.35"
"Disposable Income per Person (excluding Rent)","2012","Co. Monaghan","Euro","16274.21"
"Disposable Income per Person (excluding Rent)","2012","Co. Offaly","Euro","14731.77"
"Disposable Income per Person (excluding Rent)","2012","Co. Roscommon","Euro","16168.35"
"Disposable Income per Person (excluding Rent)","2012","Co. Sligo","Euro","17141.8"
"Disposable Income per Person (excluding Rent)","2012","Co. Tipperary","Euro","18612.15"
"Disposable Income per Person (excluding Rent)","2012","Co. Waterford","Euro","18404.65"
"Disposable Income per Person (excluding Rent)","2012","Co. Westmeath","Euro","16177.73"
"Disposable Income per Person (excluding Rent)","2012","Co. Wexford","Euro","17158.72"
"Disposable Income per Person (excluding Rent)","2012","Co. Wicklow","Euro","16475.76"
"Disposable Income per Person (excluding Rent)","2013","Ireland","Euro","16797.58"
"Disposable Income per Person (excluding Rent)","2013","Co. Carlow","Euro","18421.3"
"Disposable Income per Person (excluding Rent)","2013","Co. Cavan","Euro","16251.7"
"Disposable Income per Person (excluding Rent)","2013","Co. Clare","Euro","16470.27"
"Disposable Income per Person (excluding Rent)","2013","Co. Cork","Euro","18235.46"
"Disposable Income per Person (excluding Rent)","2013","Co. Donegal","Euro","14401.45"
"Disposable Income per Person (excluding Rent)","2013","Co. Dublin","Euro","16987.32"
"Disposable Income per Person (excluding Rent)","2013","Co. Galway","Euro","17225.1"
"Disposable Income per Person (excluding Rent)","2013","Co. Kerry","Euro","16482.03"
"Disposable Income per Person (excluding Rent)","2013","Co. Kildare","Euro","16092.05"
"Disposable Income per Person (excluding Rent)","2013","Co. Kilkenny","Euro","16604.43"
"Disposable Income per Person (excluding Rent)","2013","Co. Laois","Euro","14220.53"
"Disposable Income per Person (excluding Rent)","2013","Co. Leitrim","Euro","16614.97"
"Disposable Income per Person (excluding Rent)","2013","Co. Limerick","Euro","17781.19"
"Disposable Income per Person (excluding Rent)","2013","Co. Longford","Euro","15597.68"
"Disposable Income per Person (excluding Rent)","2013","Co. Louth","Euro","15672.55"
"Disposable Income per Person (excluding Rent)","2013","Co. Mayo","Euro","16590.77"
"Disposable Income per Person (excluding Rent)","2013","Co. Meath","Euro","15071.35"
"Disposable Income per Person (excluding Rent)","2013","Co. Monaghan","Euro","16083.91"
"Disposable Income per Person (excluding Rent)","2013","Co. Offaly","Euro","14635.66"
"Disposable Income per Person (excluding Rent)","2013","Co. Roscommon","Euro","15857.87"
"Disposable Income per Person (excluding Rent)","2013","Co. Sligo","Euro","16790.46"
"Disposable Income per Person (excluding Rent)","2013","Co. Tipperary","Euro","18503.78"
"Disposable Income per Person (excluding Rent)","2013","Co. Waterford","Euro","17805.02"
"Disposable Income per Person (excluding Rent)","2013","Co. Westmeath","Euro","16064.16"
"Disposable Income per Person (excluding Rent)","2013","Co. Wexford","Euro","17105.47"
"Disposable Income per Person (excluding Rent)","2013","Co. Wicklow","Euro","16436.73"
"Disposable Income per Person (excluding Rent)","2014","Ireland","Euro","16848.99"
"Disposable Income per Person (excluding Rent)","2014","Co. Carlow","Euro","18857.33"
"Disposable Income per Person (excluding Rent)","2014","Co. Cavan","Euro","16536.87"
"Disposable Income per Person (excluding Rent)","2014","Co. Clare","Euro","16516.05"
"Disposable Income per Person (excluding Rent)","2014","Co. Cork","Euro","18349.01"
"Disposable Income per Person (excluding Rent)","2014","Co. Donegal","Euro","14430.35"
"Disposable Income per Person (excluding Rent)","2014","Co. Dublin","Euro","16992.1"
"Disposable Income per Person (excluding Rent)","2014","Co. Galway","Euro","17378.73"
"Disposable Income per Person (excluding Rent)","2014","Co. Kerry","Euro","16508.9"
"Disposable Income per Person (excluding Rent)","2014","Co. Kildare","Euro","16159.52"
"Disposable Income per Person (excluding Rent)","2014","Co. Kilkenny","Euro","16634.14"
"Disposable Income per Person (excluding Rent)","2014","Co. Laois","Euro","14345.64"
"Disposable Income per Person (excluding Rent)","2014","Co. Leitrim","Euro","16661.16"
"Disposable Income per Person (excluding Rent)","2014","Co. Limerick","Euro","17754.19"
"Disposable Income per Person (excluding Rent)","2014","Co. Longford","Euro","15551.36"
"Disposable Income per Person (excluding Rent)","2014","Co. Louth","Euro","15550.03"
"Disposable Income per Person (excluding Rent)","2014","Co. Mayo","Euro","16569.82"
"Disposable Income per Person (excluding Rent)","2014","Co. Meath","Euro","15234.11"
"Disposable Income per Person (excluding Rent)","2014","Co. Monaghan","Euro","16277.21"
"Disposable Income per Person (excluding Rent)","2014","Co. Offaly","Euro","14566.13"
"Disposable Income per Person (excluding Rent)","2014","Co. Roscommon","Euro","15956.13"
"Disposable Income per Person (excluding Rent)","2014","Co. Sligo","Euro","16734.96"
"Disposable Income per Person (excluding Rent)","2014","Co. Tipperary","Euro","18497.74"
"Disposable Income per Person (excluding Rent)","2014","Co. Waterford","Euro","17870.45"
"Disposable Income per Person (excluding Rent)","2014","Co. Westmeath","Euro","16057.32"
"Disposable Income per Person (excluding Rent)","2014","Co. Wexford","Euro","17216.55"
"Disposable Income per Person (excluding Rent)","2014","Co. Wicklow","Euro","16501.9"
"Disposable Income per Person (excluding Rent)","2015","Ireland","Euro","17603.23"
"Disposable Income per Person (excluding Rent)","2015","Co. Carlow","Euro","19418.29"
"Disposable Income per Person (excluding Rent)","2015","Co. Cavan","Euro","17037.42"
"Disposable Income per Person (excluding Rent)","2015","Co. Clare","Euro","17136.76"
"Disposable Income per Person (excluding Rent)","2015","Co. Cork","Euro","19129.2"
"Disposable Income per Person (excluding Rent)","2015","Co. Donegal","Euro","14752.45"
"Disposable Income per Person (excluding Rent)","2015","Co. Dublin","Euro","17969.71"
"Disposable Income per Person (excluding Rent)","2015","Co. Galway","Euro","18102.28"
"Disposable Income per Person (excluding Rent)","2015","Co. Kerry","Euro","17181.27"
"Disposable Income per Person (excluding Rent)","2015","Co. Kildare","Euro","17037.73"
"Disposable Income per Person (excluding Rent)","2015","Co. Kilkenny","Euro","17260.12"
"Disposable Income per Person (excluding Rent)","2015","Co. Laois","Euro","14952.88"
"Disposable Income per Person (excluding Rent)","2015","Co. Leitrim","Euro","17067.18"
"Disposable Income per Person (excluding Rent)","2015","Co. Limerick","Euro","18497.1"
"Disposable Income per Person (excluding Rent)","2015","Co. Longford","Euro","15938.69"
"Disposable Income per Person (excluding Rent)","2015","Co. Louth","Euro","16241.41"
"Disposable Income per Person (excluding Rent)","2015","Co. Mayo","Euro","17025.2"
"Disposable Income per Person (excluding Rent)","2015","Co. Meath","Euro","16076.09"
"Disposable Income per Person (excluding Rent)","2015","Co. Monaghan","Euro","16677.81"
"Disposable Income per Person (excluding Rent)","2015","Co. Offaly","Euro","15070.51"
"Disposable Income per Person (excluding Rent)","2015","Co. Roscommon","Euro","16511.18"
"Disposable Income per Person (excluding Rent)","2015","Co. Sligo","Euro","17268.9"
"Disposable Income per Person (excluding Rent)","2015","Co. Tipperary","Euro","19076.96"
"Disposable Income per Person (excluding Rent)","2015","Co. Waterford","Euro","18517.84"
"Disposable Income per Person (excluding Rent)","2015","Co. Westmeath","Euro","16787.71"
"Disposable Income per Person (excluding Rent)","2015","Co. Wexford","Euro","17863.61"
"Disposable Income per Person (excluding Rent)","2015","Co. Wicklow","Euro","17385.31"
"Disposable Income per Person (excluding Rent)","2016","Ireland","Euro","18309.99"
"Disposable Income per Person (excluding Rent)","2016","Co. Carlow","Euro","20088.96"
"Disposable Income per Person (excluding Rent)","2016","Co. Cavan","Euro","17476.5"
"Disposable Income per Person (excluding Rent)","2016","Co. Clare","Euro","17540"
"Disposable Income per Person (excluding Rent)","2016","Co. Cork","Euro","19484.42"
"Disposable Income per Person (excluding Rent)","2016","Co. Donegal","Euro","14918.18"
"Disposable Income per Person (excluding Rent)","2016","Co. Dublin","Euro","18992.59"
"Disposable Income per Person (excluding Rent)","2016","Co. Galway","Euro","18636.71"
"Disposable Income per Person (excluding Rent)","2016","Co. Kerry","Euro","18402.57"
"Disposable Income per Person (excluding Rent)","2016","Co. Kildare","Euro","18093.62"
"Disposable Income per Person (excluding Rent)","2016","Co. Kilkenny","Euro","17752.14"
"Disposable Income per Person (excluding Rent)","2016","Co. Laois","Euro","15535.65"
"Disposable Income per Person (excluding Rent)","2016","Co. Leitrim","Euro","17519.37"
"Disposable Income per Person (excluding Rent)","2016","Co. Limerick","Euro","18920.32"
"Disposable Income per Person (excluding Rent)","2016","Co. Longford","Euro","16579.28"
"Disposable Income per Person (excluding Rent)","2016","Co. Louth","Euro","17015.02"
"Disposable Income per Person (excluding Rent)","2016","Co. Mayo","Euro","17387.72"
"Disposable Income per Person (excluding Rent)","2016","Co. Meath","Euro","16865.77"
"Disposable Income per Person (excluding Rent)","2016","Co. Monaghan","Euro","17078.51"
"Disposable Income per Person (excluding Rent)","2016","Co. Offaly","Euro","15594.2"
"Disposable Income per Person (excluding Rent)","2016","Co. Roscommon","Euro","16963.78"
"Disposable Income per Person (excluding Rent)","2016","Co. Sligo","Euro","17676.52"
"Disposable Income per Person (excluding Rent)","2016","Co. Tipperary","Euro","20245.78"
"Disposable Income per Person (excluding Rent)","2016","Co. Waterford","Euro","18861.5"
"Disposable Income per Person (excluding Rent)","2016","Co. Westmeath","Euro","17445.61"
"Disposable Income per Person (excluding Rent)","2016","Co. Wexford","Euro","18379.19"
"Disposable Income per Person (excluding Rent)","2016","Co. Wicklow","Euro","18125.7"
"Disposable Income per Person (excluding Rent)","2017","Ireland","Euro","19215.48"
"Disposable Income per Person (excluding Rent)","2017","Co. Carlow","Euro","21056.7"
"Disposable Income per Person (excluding Rent)","2017","Co. Cavan","Euro","18286.8"
"Disposable Income per Person (excluding Rent)","2017","Co. Clare","Euro","18487.22"
"Disposable Income per Person (excluding Rent)","2017","Co. Cork","Euro","20439.42"
"Disposable Income per Person (excluding Rent)","2017","Co. Donegal","Euro","15448.15"
"Disposable Income per Person (excluding Rent)","2017","Co. Dublin","Euro","20005.34"
"Disposable Income per Person (excluding Rent)","2017","Co. Galway","Euro","19378.82"
"Disposable Income per Person (excluding Rent)","2017","Co. Kerry","Euro","19229.87"
"Disposable Income per Person (excluding Rent)","2017","Co. Kildare","Euro","18916.86"
"Disposable Income per Person (excluding Rent)","2017","Co. Kilkenny","Euro","18797.21"
"Disposable Income per Person (excluding Rent)","2017","Co. Laois","Euro","16352.79"
"Disposable Income per Person (excluding Rent)","2017","Co. Leitrim","Euro","18149.47"
"Disposable Income per Person (excluding Rent)","2017","Co. Limerick","Euro","20134.27"
"Disposable Income per Person (excluding Rent)","2017","Co. Longford","Euro","17512.84"
"Disposable Income per Person (excluding Rent)","2017","Co. Louth","Euro","17845.42"
"Disposable Income per Person (excluding Rent)","2017","Co. Mayo","Euro","17987.41"
"Disposable Income per Person (excluding Rent)","2017","Co. Meath","Euro","17892.58"
"Disposable Income per Person (excluding Rent)","2017","Co. Monaghan","Euro","17845.23"
"Disposable Income per Person (excluding Rent)","2017","Co. Offaly","Euro","16309.7"
"Disposable Income per Person (excluding Rent)","2017","Co. Roscommon","Euro","17686.51"
"Disposable Income per Person (excluding Rent)","2017","Co. Sligo","Euro","18499.99"
"Disposable Income per Person (excluding Rent)","2017","Co. Tipperary","Euro","21021.64"
"Disposable Income per Person (excluding Rent)","2017","Co. Waterford","Euro","20111.93"
"Disposable Income per Person (excluding Rent)","2017","Co. Westmeath","Euro","18308.92"
"Disposable Income per Person (excluding Rent)","2017","Co. Wexford","Euro","19202.71"
"Disposable Income per Person (excluding Rent)","2017","Co. Wicklow","Euro","18830.8"
"Disposable Income per Person (excluding Rent)","2018","Ireland","Euro","19631.02"
"Disposable Income per Person (excluding Rent)","2018","Co. Carlow","Euro","21202.68"
"Disposable Income per Person (excluding Rent)","2018","Co. Cavan","Euro","18512.93"
"Disposable Income per Person (excluding Rent)","2018","Co. Clare","Euro","18611.55"
"Disposable Income per Person (excluding Rent)","2018","Co. Cork","Euro","20929.83"
"Disposable Income per Person (excluding Rent)","2018","Co. Donegal","Euro","15840.68"
"Disposable Income per Person (excluding Rent)","2018","Co. Dublin","Euro","20811.43"
"Disposable Income per Person (excluding Rent)","2018","Co. Galway","Euro","19882.5"
"Disposable Income per Person (excluding Rent)","2018","Co. Kerry","Euro","18394.43"
"Disposable Income per Person (excluding Rent)","2018","Co. Kildare","Euro","19386.39"
"Disposable Income per Person (excluding Rent)","2018","Co. Kilkenny","Euro","18811.6"
"Disposable Income per Person (excluding Rent)","2018","Co. Laois","Euro","16465.03"
"Disposable Income per Person (excluding Rent)","2018","Co. Leitrim","Euro","18655.9"
"Disposable Income per Person (excluding Rent)","2018","Co. Limerick","Euro","20439.99"
"Disposable Income per Person (excluding Rent)","2018","Co. Longford","Euro","17674.85"
"Disposable Income per Person (excluding Rent)","2018","Co. Louth","Euro","18211.1"
"Disposable Income per Person (excluding Rent)","2018","Co. Mayo","Euro","18363.49"
"Disposable Income per Person (excluding Rent)","2018","Co. Meath","Euro","18289.5"
"Disposable Income per Person (excluding Rent)","2018","Co. Monaghan","Euro","18275.11"
"Disposable Income per Person (excluding Rent)","2018","Co. Offaly","Euro","17511.62"
"Disposable Income per Person (excluding Rent)","2018","Co. Roscommon","Euro","17958.31"
"Disposable Income per Person (excluding Rent)","2018","Co. Sligo","Euro","18724.48"
"Disposable Income per Person (excluding Rent)","2018","Co. Tipperary","Euro","20425.22"
"Disposable Income per Person (excluding Rent)","2018","Co. Waterford","Euro","20160.89"
"Disposable Income per Person (excluding Rent)","2018","Co. Westmeath","Euro","18485.27"
"Disposable Income per Person (excluding Rent)","2018","Co. Wexford","Euro","19260.34"
"Disposable Income per Person (excluding Rent)","2018","Co. Wicklow","Euro","19392.49"
"Disposable Income per Person (excluding Rent)","2019","Ireland","Euro","20658.49"
"Disposable Income per Person (excluding Rent)","2019","Co. Carlow","Euro","21936.66"
"Disposable Income per Person (excluding Rent)","2019","Co. Cavan","Euro","18972.92"
"Disposable Income per Person (excluding Rent)","2019","Co. Clare","Euro","19723.56"
"Disposable Income per Person (excluding Rent)","2019","Co. Cork","Euro","21635.83"
"Disposable Income per Person (excluding Rent)","2019","Co. Donegal","Euro","17173.47"
